Meter Type,Main Meter,,,
Date / End Time,kW Export,kW Import,kVAR Export,kVAR Import
12/11/2025 00:30:00,0,949,0,251
12/11/2025 01:00:00,0,827,0,204
12/11/2025 01:30:00,0,1003,0,290
12/11/2025 02:00:00,0,1130,0,339
12/11/2025 02:30:00,0,1264,0,391
12/11/2025 03:00:00,0,1264,0,391
12/11/2025 03:30:00,0,1254,0,388
12/11/2025 04:00:00,0,1246,0,385
12/11/2025 04:30:00,0,1406,0,441
12/11/2025 05:00:00,0,1186,0,360
12/11/2025 05:30:00,0,1168,0,353
12/11/2025 06:00:00,0,1097,0,318
12/11/2025 06:30:00,0,775,0,186
12/11/2025 07:00:00,0,1037,0,306
12/11/2025 07:30:00,0,1082,0,323
12/11/2025 08:00:00,0,871,0,248
12/11/2025 08:30:00,0,902,0,293
12/11/2025 09:00:00,0,1113,0,394
12/11/2025 09:30:00,0,1141,0,425
12/11/2025 10:00:00,0,1131,0,438
12/11/2025 10:30:00,0,1094,0,440
12/11/2025 11:00:00,0,825,0,403
12/11/2025 11:30:00,0,785,0,397
12/11/2025 12:00:00,0,1023,0,438
12/11/2025 12:30:00,0,760,0,397
12/11/2025 13:00:00,0,810,0,360
12/11/2025 13:30:00,0,466,0,219
12/11/2025 14:00:00,0,506,0,239
12/11/2025 14:30:00,0,975,0,410
12/11/2025 15:00:00,0,1101,0,447
12/11/2025 15:30:00,0,1141,0,446
12/11/2025 16:00:00,0,1182,0,450
12/11/2025 16:30:00,0,1218,0,442
12/11/2025 17:00:00,0,1201,0,417
12/11/2025 17:30:00,0,878,0,270
12/11/2025 18:00:00,0,1217,0,407
12/11/2025 18:30:00,0,1254,0,408
12/11/2025 19:00:00,0,1264,0,404
12/11/2025 19:30:00,0,1232,0,381
12/11/2025 20:00:00,0,560,0,126
12/11/2025 20:30:00,0,998,0,288
12/11/2025 21:00:00,0,1197,0,370
12/11/2025 21:30:00,0,1272,0,398
12/11/2025 22:00:00,0,1289,0,399
12/11/2025 22:30:00,0,1285,0,396
12/11/2025 23:00:00,0,1309,0,405
12/11/2025 23:30:00,0,1289,0,399
12/12/2025 00:00:00,0,1247,0,380
12/12/2025 00:30:00,0,873,0,213
12/12/2025 01:00:00,0,843,0,206
12/12/2025 01:30:00,0,1093,0,334
12/12/2025 02:00:00,0,1197,0,377
12/12/2025 02:30:00,0,1261,0,407
12/12/2025 03:00:00,0,1247,0,372
12/12/2025 03:30:00,0,1182,0,362
12/12/2025 04:00:00,0,1225,0,370
12/12/2025 04:30:00,0,1131,0,334
12/12/2025 05:00:00,0,859,0,229
12/12/2025 05:30:00,0,791,0,192
12/12/2025 06:00:00,0,736,0,182
12/12/2025 06:30:00,0,588,0,125
12/12/2025 07:00:00,0,592,0,115
12/12/2025 07:30:00,0,586,0,120
12/12/2025 08:00:00,0,598,0,169
12/12/2025 08:30:00,0,926,0,338
12/12/2025 09:00:00,0,1051,0,386
12/12/2025 09:30:00,0,1179,0,458
12/12/2025 10:00:00,0,1172,0,475
12/12/2025 10:30:00,0,1072,0,447
12/12/2025 11:00:00,0,1068,0,463
12/12/2025 11:30:00,0,994,0,461
12/12/2025 12:00:00,0,954,0,488
12/12/2025 12:30:00,0,922,0,432
12/12/2025 13:00:00,0,505,0,289
12/12/2025 13:30:00,0,603,0,249
12/12/2025 14:00:00,0,480,0,312
12/12/2025 14:30:00,0,1011,0,427
12/12/2025 15:00:00,0,978,0,455
12/12/2025 15:30:00,0,1040,0,467
12/12/2025 16:00:00,0,1214,0,464
12/12/2025 16:30:00,0,1303,0,463
12/12/2025 17:00:00,0,1355,0,439
12/12/2025 17:30:00,0,1017,0,326
12/12/2025 18:00:00,0,1385,0,457
12/12/2025 18:30:00,0,1400,0,462
12/12/2025 19:00:00,0,1428,0,480
12/12/2025 19:30:00,0,1320,0,427
12/12/2025 20:00:00,0,1128,0,350
12/12/2025 20:30:00,0,1057,0,346
12/12/2025 21:00:00,0,1262,0,429
12/12/2025 21:30:00,0,1398,0,462
12/12/2025 22:00:00,0,1449,0,449
12/12/2025 22:30:00,0,1359,0,416
12/12/2025 23:00:00,0,1330,0,423
12/12/2025 23:30:00,0,1365,0,442
12/13/2025 00:00:00,0,1331,0,416
12/13/2025 00:30:00,0,952,0,254
12/13/2025 01:00:00,0,827,0,211
12/13/2025 01:30:00,0,984,0,313
12/13/2025 02:00:00,0,1223,0,407
12/13/2025 02:30:00,0,1265,0,426
12/13/2025 03:00:00,0,1280,0,422
12/13/2025 03:30:00,0,1352,0,453
12/13/2025 04:00:00,0,1386,0,461
12/13/2025 04:30:00,0,1420,0,466
12/13/2025 05:00:00,0,1305,0,427
12/13/2025 05:30:00,0,1248,0,429
12/13/2025 06:00:00,0,1183,0,373
12/13/2025 06:30:00,0,800,0,199
12/13/2025 07:00:00,0,1053,0,323
12/13/2025 07:30:00,0,1279,0,379
12/13/2025 08:00:00,0,1008,0,311
12/13/2025 08:30:00,0,1052,0,357
12/13/2025 09:00:00,0,1404,0,496
12/13/2025 09:30:00,0,1379,0,497
12/13/2025 10:00:00,0,1210,0,436
12/13/2025 10:30:00,0,1208,0,480
12/13/2025 11:00:00,0,1138,0,484
12/13/2025 11:30:00,0,917,0,469
12/13/2025 12:00:00,0,767,0,412
12/13/2025 12:30:00,0,883,0,470
12/13/2025 13:00:00,0,948,0,446
12/13/2025 13:30:00,0,537,0,238
12/13/2025 14:00:00,1,208,0,210
12/13/2025 14:30:00,0,775,0,411
12/13/2025 15:00:00,0,1201,0,451
12/13/2025 15:30:00,0,1289,0,472
12/13/2025 16:00:00,0,1268,0,452
12/13/2025 16:30:00,0,1261,0,435
12/13/2025 17:00:00,0,900,0,300
12/13/2025 17:30:00,0,708,0,214
12/13/2025 18:00:00,0,892,0,292
12/13/2025 18:30:00,0,931,0,275
12/13/2025 19:00:00,0,848,0,248
12/13/2025 19:30:00,0,888,0,276
12/13/2025 20:00:00,0,808,0,219
12/13/2025 20:30:00,0,992,0,302
12/13/2025 21:00:00,0,1207,0,382
12/13/2025 21:30:00,0,1308,0,425
12/13/2025 22:00:00,0,1305,0,438
12/13/2025 22:30:00,0,1291,0,425
12/13/2025 23:00:00,0,1388,0,473
12/13/2025 23:30:00,0,1364,0,436
12/14/2025 00:00:00,0,1271,0,416
12/14/2025 00:30:00,0,963,0,295
12/14/2025 01:00:00,0,907,0,273
12/14/2025 01:30:00,0,1110,0,367
12/14/2025 02:00:00,0,1226,0,373
12/14/2025 02:30:00,0,1312,0,437
12/14/2025 03:00:00,0,1279,0,414
12/14/2025 03:30:00,0,1250,0,401
12/14/2025 04:00:00,0,1312,0,434
12/14/2025 04:30:00,0,1261,0,392
12/14/2025 05:00:00,0,1055,0,312
12/14/2025 05:30:00,0,952,0,270
12/14/2025 06:00:00,0,1004,0,280
12/14/2025 06:30:00,0,686,0,150
12/14/2025 07:00:00,0,905,0,252
12/14/2025 07:30:00,0,923,0,276
12/14/2025 08:00:00,0,718,0,201
12/14/2025 08:30:00,0,684,0,226
12/14/2025 09:00:00,0,835,0,286
12/14/2025 09:30:00,0,901,0,355
12/14/2025 10:00:00,0,962,0,390
12/14/2025 10:30:00,0,974,0,423
12/14/2025 11:00:00,0,948,0,411
12/14/2025 11:30:00,0,1168,0,475
12/14/2025 12:00:00,0,1108,0,470
12/14/2025 12:30:00,0,1032,0,460
12/14/2025 13:00:00,0,855,0,407
12/14/2025 13:30:00,0,369,0,183
12/14/2025 14:00:00,0,340,0,192
12/14/2025 14:30:00,0,1212,0,437
12/14/2025 15:00:00,0,1410,0,476
12/14/2025 15:30:00,0,1415,0,475
12/14/2025 16:00:00,0,1285,0,450
12/14/2025 16:30:00,0,1213,0,456
12/14/2025 17:00:00,0,1277,0,480
12/14/2025 17:30:00,0,1004,0,326
12/14/2025 18:00:00,0,1162,0,396
12/14/2025 18:30:00,0,902,0,268
12/14/2025 19:00:00,0,916,0,279
12/14/2025 19:30:00,0,923,0,278
12/14/2025 20:00:00,0,721,0,193
12/14/2025 20:30:00,0,639,0,156
12/14/2025 21:00:00,0,910,0,261
12/14/2025 21:30:00,0,955,0,288
12/14/2025 22:00:00,0,925,0,269
12/14/2025 22:30:00,0,901,0,252
12/14/2025 23:00:00,0,913,0,274
12/14/2025 23:30:00,0,868,0,275
12/15/2025 00:00:00,0,806,0,225
12/15/2025 00:30:00,0,572,0,155
12/15/2025 01:00:00,0,565,0,154
12/15/2025 01:30:00,0,799,0,235
12/15/2025 02:00:00,0,929,0,279
12/15/2025 02:30:00,0,924,0,252
12/15/2025 03:00:00,0,925,0,272
12/15/2025 03:30:00,0,1013,0,302
12/15/2025 04:00:00,0,833,0,252
12/15/2025 04:30:00,0,849,0,259
12/15/2025 05:00:00,0,844,0,248
12/15/2025 05:30:00,0,899,0,268
12/15/2025 06:00:00,0,793,0,214
12/15/2025 06:30:00,0,577,0,137
12/15/2025 07:00:00,0,805,0,228
12/15/2025 07:30:00,0,848,0,244
12/15/2025 08:00:00,0,782,0,232
12/15/2025 08:30:00,0,951,0,312
12/15/2025 09:00:00,0,1160,0,416
12/15/2025 09:30:00,0,1314,0,448
12/15/2025 10:00:00,0,1289,0,450
12/15/2025 10:30:00,0,1330,0,416
12/15/2025 11:00:00,0,1405,0,424
12/15/2025 11:30:00,0,1408,0,421
12/15/2025 12:00:00,0,1297,0,420
12/15/2025 12:30:00,0,1155,0,400
12/15/2025 13:00:00,0,951,0,303
12/15/2025 13:30:00,0,579,0,183
12/15/2025 14:00:00,0,611,0,214
12/15/2025 14:30:00,0,1120,0,397
12/15/2025 15:00:00,0,1171,0,433
12/15/2025 15:30:00,0,1176,0,428
12/15/2025 16:00:00,0,1317,0,456
12/15/2025 16:30:00,0,1253,0,419
12/15/2025 17:00:00,0,1365,0,439
12/15/2025 17:30:00,0,861,0,235
12/15/2025 18:00:00,0,1287,0,429
12/15/2025 18:30:00,0,1328,0,439
12/15/2025 19:00:00,0,1410,0,463
12/15/2025 19:30:00,0,1352,0,418
12/15/2025 20:00:00,0,1189,0,361
12/15/2025 20:30:00,0,1035,0,296
12/15/2025 21:00:00,0,1147,0,351
12/15/2025 21:30:00,0,1301,0,422
12/15/2025 22:00:00,0,1294,0,406
12/15/2025 22:30:00,0,1383,0,415
12/15/2025 23:00:00,0,1427,0,441
12/15/2025 23:30:00,0,1455,0,441
12/16/2025 00:00:00,0,1346,0,417
12/16/2025 00:30:00,0,975,0,267
12/16/2025 01:00:00,0,859,0,229
12/16/2025 01:30:00,0,1022,0,285
12/16/2025 02:00:00,0,1280,0,400
12/16/2025 02:30:00,0,1314,0,430
12/16/2025 03:00:00,0,1383,0,426
12/16/2025 03:30:00,0,1420,0,413
12/16/2025 04:00:00,0,1376,0,391
12/16/2025 04:30:00,0,1382,0,407
12/16/2025 05:00:00,0,1430,0,432
12/16/2025 05:30:00,0,1278,0,386
12/16/2025 06:00:00,0,1314,0,404
12/16/2025 06:30:00,0,849,0,193
12/16/2025 07:00:00,0,1176,0,356
12/16/2025 07:30:00,0,1278,0,404
12/16/2025 08:00:00,0,1185,0,351
12/16/2025 08:30:00,0,1058,0,302
12/16/2025 09:00:00,0,1433,0,485
12/16/2025 09:30:00,0,1394,0,450
12/16/2025 10:00:00,0,1451,0,464
12/16/2025 10:30:00,0,1445,0,470
12/16/2025 11:00:00,0,1291,0,472
12/16/2025 11:30:00,0,1257,0,472
12/16/2025 12:00:00,0,1136,0,426
12/16/2025 12:30:00,0,1072,0,426
12/16/2025 13:00:00,0,943,0,342
12/16/2025 13:30:00,0,626,0,197
12/16/2025 14:00:00,0,612,0,238
12/16/2025 14:30:00,0,1120,0,429
12/16/2025 15:00:00,0,1167,0,412
12/16/2025 15:30:00,0,1156,0,432
12/16/2025 16:00:00,0,1188,0,411
12/16/2025 16:30:00,0,1190,0,434
12/16/2025 17:00:00,0,1173,0,421
12/16/2025 17:30:00,0,912,0,274
12/16/2025 18:00:00,0,1317,0,448
12/16/2025 18:30:00,0,1447,0,491
12/16/2025 19:00:00,0,1436,0,445
12/16/2025 19:30:00,0,1332,0,424
12/16/2025 20:00:00,0,1116,0,294
12/16/2025 20:30:00,0,1075,0,304
12/16/2025 21:00:00,0,1233,0,388
12/16/2025 21:30:00,0,1253,0,368
12/16/2025 22:00:00,0,1367,0,424
12/16/2025 22:30:00,0,1324,0,372
12/16/2025 23:00:00,0,1436,0,449
12/16/2025 23:30:00,0,1379,0,434
12/17/2025 00:00:00,0,1311,0,376
12/17/2025 00:30:00,0,1016,0,262
12/17/2025 01:00:00,0,860,0,194
12/17/2025 01:30:00,0,953,0,272
12/17/2025 02:00:00,0,1180,0,328
12/17/2025 02:30:00,0,1351,0,392
12/17/2025 03:00:00,0,1381,0,392
12/17/2025 03:30:00,0,1352,0,388
12/17/2025 04:00:00,0,1356,0,401
12/17/2025 04:30:00,0,1438,0,436
12/17/2025 05:00:00,0,1352,0,382
12/17/2025 05:30:00,0,1355,0,396
12/17/2025 06:00:00,0,1173,0,306
12/17/2025 06:30:00,0,826,0,175
12/17/2025 07:00:00,0,1206,0,356
12/17/2025 07:30:00,0,1220,0,368
12/17/2025 08:00:00,0,993,0,263
12/17/2025 08:30:00,0,1029,0,283
12/17/2025 09:00:00,0,1288,0,402
12/17/2025 09:30:00,0,1288,0,424
12/17/2025 10:00:00,0,1338,0,438
12/17/2025 10:30:00,0,1324,0,431
12/17/2025 11:00:00,0,1289,0,430
12/17/2025 11:30:00,0,1364,0,461
12/17/2025 12:00:00,0,1281,0,440
12/17/2025 12:30:00,0,1250,0,431
12/17/2025 13:00:00,0,1035,0,369
12/17/2025 13:30:00,0,678,0,200
12/17/2025 14:00:00,0,842,0,254
12/17/2025 14:30:00,0,1214,0,411
12/17/2025 15:00:00,0,1286,0,474
12/17/2025 15:30:00,0,1189,0,445
12/17/2025 16:00:00,0,1318,0,456
12/17/2025 16:30:00,0,1369,0,464
12/17/2025 17:00:00,0,1406,0,438
12/17/2025 17:30:00,0,973,0,268
12/17/2025 18:00:00,0,1348,0,452
12/17/2025 18:30:00,0,1475,0,485
12/17/2025 19:00:00,0,1407,0,455
12/17/2025 19:30:00,0,1459,0,459
12/17/2025 20:00:00,0,1177,0,316
12/17/2025 20:30:00,0,1021,0,285
12/17/2025 21:00:00,0,1319,0,413
12/17/2025 21:30:00,0,1444,0,461
12/17/2025 22:00:00,0,1386,0,443
12/17/2025 22:30:00,0,1383,0,416
12/17/2025 23:00:00,0,1452,0,458
12/17/2025 23:30:00,0,1396,0,426
12/18/2025 00:00:00,0,1325,0,398
12/18/2025 00:30:00,0,1013,0,239
12/18/2025 01:00:00,0,882,0,198
12/18/2025 01:30:00,0,1118,0,312
12/18/2025 02:00:00,0,1189,0,367
12/18/2025 02:30:00,0,1503,0,459
12/18/2025 03:00:00,0,1403,0,449
12/18/2025 03:30:00,0,1437,0,441
12/18/2025 04:00:00,0,1348,0,407
12/18/2025 04:30:00,0,1372,0,434
12/18/2025 05:00:00,0,1341,0,392
12/18/2025 05:30:00,0,1381,0,418
12/18/2025 06:00:00,0,1306,0,389
12/18/2025 06:30:00,0,876,0,190
12/18/2025 07:00:00,0,1164,0,337
12/18/2025 07:30:00,0,1244,0,378
12/18/2025 08:00:00,0,951,0,252
12/18/2025 08:30:00,0,1023,0,291
12/18/2025 09:00:00,0,1367,0,451
12/18/2025 09:30:00,0,1282,0,422
12/18/2025 10:00:00,0,1196,0,418
12/18/2025 10:30:00,0,1122,0,404
12/18/2025 11:00:00,0,1194,0,473
12/18/2025 11:30:00,0,1181,0,447
12/18/2025 12:00:00,0,1190,0,442
12/18/2025 12:30:00,0,987,0,393
12/18/2025 13:00:00,0,915,0,328
12/18/2025 13:30:00,0,659,0,209
12/18/2025 14:00:00,0,686,0,250
12/18/2025 14:30:00,0,1159,0,434
12/18/2025 15:00:00,0,1198,0,438
12/18/2025 15:30:00,0,1208,0,459
12/18/2025 16:00:00,0,1343,0,464
12/18/2025 16:30:00,0,1394,0,472
12/18/2025 17:00:00,0,1421,0,473
12/18/2025 17:30:00,0,953,0,261
12/18/2025 18:00:00,0,1385,0,472
12/18/2025 18:30:00,0,1430,0,483
12/18/2025 19:00:00,0,1508,0,494
12/18/2025 19:30:00,0,1404,0,420
12/18/2025 20:00:00,0,1118,0,299
12/18/2025 20:30:00,0,1101,0,311
12/18/2025 21:00:00,0,1255,0,373
12/18/2025 21:30:00,0,1349,0,408
12/18/2025 22:00:00,0,1488,0,465
12/18/2025 22:30:00,0,1325,0,417
12/18/2025 23:00:00,0,1457,0,451
12/18/2025 23:30:00,0,1369,0,411
12/19/2025 00:00:00,0,1326,0,395
12/19/2025 00:30:00,0,1063,0,270
12/19/2025 01:00:00,0,928,0,203
12/19/2025 01:30:00,0,1130,0,339
12/19/2025 02:00:00,0,1198,0,365
12/19/2025 02:30:00,0,1325,0,399
12/19/2025 03:00:00,0,1325,0,388
12/19/2025 03:30:00,0,1404,0,442
12/19/2025 04:00:00,0,1302,0,390
12/19/2025 04:30:00,0,1360,0,422
12/19/2025 05:00:00,0,1314,0,414
12/19/2025 05:30:00,0,1409,0,399
12/19/2025 06:00:00,0,1294,0,385
12/19/2025 06:30:00,0,892,0,208
12/19/2025 07:00:00,0,1218,0,362
12/19/2025 07:30:00,0,1284,0,383
12/19/2025 08:00:00,0,1055,0,295
12/19/2025 08:30:00,0,970,0,308
12/19/2025 09:00:00,0,1326,0,420
12/19/2025 09:30:00,0,1311,0,414
12/19/2025 10:00:00,0,1338,0,443
12/19/2025 10:30:00,0,1376,0,461
12/19/2025 11:00:00,0,1222,0,453
12/19/2025 11:30:00,0,1071,0,455
12/19/2025 12:00:00,0,1285,0,471
12/19/2025 12:30:00,0,958,0,425
12/19/2025 13:00:00,0,660,0,342
12/19/2025 13:30:00,0,354,0,237
12/19/2025 14:00:00,0,485,0,235
12/19/2025 14:30:00,0,737,0,372
12/19/2025 15:00:00,0,1142,0,462
12/19/2025 15:30:00,0,1021,0,402
12/19/2025 16:00:00,0,1131,0,410
12/19/2025 16:30:00,0,1214,0,432
12/19/2025 17:00:00,0,1176,0,425
12/19/2025 17:30:00,0,852,0,235
12/19/2025 18:00:00,0,1287,0,427
12/19/2025 18:30:00,0,1281,0,433
12/19/2025 19:00:00,0,1305,0,427
12/19/2025 19:30:00,0,1368,0,418
12/19/2025 20:00:00,0,1182,0,355
12/19/2025 20:30:00,0,1039,0,284
12/19/2025 21:00:00,0,1284,0,399
12/19/2025 21:30:00,0,1264,0,392
12/19/2025 22:00:00,0,1309,0,405
12/19/2025 22:30:00,0,1322,0,418
12/19/2025 23:00:00,0,1282,0,373
12/19/2025 23:30:00,0,1318,0,408
12/20/2025 00:00:00,0,1301,0,399
12/20/2025 00:30:00,0,1005,0,268
12/20/2025 01:00:00,0,844,0,194
12/20/2025 01:30:00,0,1111,0,318
12/20/2025 02:00:00,0,1215,0,352
12/20/2025 02:30:00,0,1388,0,442
12/20/2025 03:00:00,0,1402,0,440
12/20/2025 03:30:00,0,1361,0,443
12/20/2025 04:00:00,0,1246,0,386
12/20/2025 04:30:00,0,1308,0,413
12/20/2025 05:00:00,0,1294,0,405
12/20/2025 05:30:00,0,1269,0,384
12/20/2025 06:00:00,0,1175,0,330
12/20/2025 06:30:00,0,816,0,191
12/20/2025 07:00:00,0,1153,0,327
12/20/2025 07:30:00,0,1256,0,370
12/20/2025 08:00:00,0,882,0,225
12/20/2025 08:30:00,0,923,0,259
12/20/2025 09:00:00,0,1136,0,404
12/20/2025 09:30:00,0,1027,0,405
12/20/2025 10:00:00,0,1146,0,458
12/20/2025 10:30:00,0,1038,0,441
12/20/2025 11:00:00,0,841,0,392
12/20/2025 11:30:00,0,1248,0,461
12/20/2025 12:00:00,0,1227,0,490
12/20/2025 12:30:00,0,1090,0,469
12/20/2025 13:00:00,0,928,0,466
12/20/2025 13:30:00,0,474,0,198
12/20/2025 14:00:00,0,570,0,176
12/20/2025 14:30:00,0,968,0,360
12/20/2025 15:00:00,0,1149,0,408
12/20/2025 15:30:00,0,1061,0,465
12/20/2025 16:00:00,0,1046,0,451
12/20/2025 16:30:00,0,855,0,350
12/20/2025 17:00:00,0,620,0,243
12/20/2025 17:30:00,0,457,0,118
12/20/2025 18:00:00,0,925,0,237
12/20/2025 18:30:00,0,906,0,254
12/20/2025 19:00:00,0,873,0,254
12/20/2025 19:30:00,0,824,0,211
12/20/2025 20:00:00,0,726,0,170
12/20/2025 20:30:00,0,880,0,247
12/20/2025 21:00:00,0,1087,0,342
12/20/2025 21:30:00,0,1206,0,369
12/20/2025 22:00:00,0,1202,0,353
12/20/2025 22:30:00,0,1202,0,360
12/20/2025 23:00:00,0,1289,0,392
12/20/2025 23:30:00,0,1221,0,359
12/21/2025 00:00:00,0,1313,0,408
12/21/2025 00:30:00,0,966,0,253
12/21/2025 01:00:00,0,927,0,230
12/21/2025 01:30:00,0,916,0,248
12/21/2025 02:00:00,0,1022,0,307
12/21/2025 02:30:00,0,1210,0,396
12/21/2025 03:00:00,0,1205,0,366
12/21/2025 03:30:00,0,1176,0,373
12/21/2025 04:00:00,0,1156,0,349
12/21/2025 04:30:00,0,1049,0,299
12/21/2025 05:00:00,0,858,0,221
12/21/2025 05:30:00,0,777,0,197
12/21/2025 06:00:00,0,747,0,203
12/21/2025 06:30:00,0,637,0,123
12/21/2025 07:00:00,0,747,0,187
12/21/2025 07:30:00,0,752,0,188
12/21/2025 08:00:00,0,643,0,143
12/21/2025 08:30:00,0,576,0,172
12/21/2025 09:00:00,0,655,0,216
12/21/2025 09:30:00,0,883,0,326
12/21/2025 10:00:00,0,932,0,377
12/21/2025 10:30:00,0,785,0,392
12/21/2025 11:00:00,0,744,0,358
12/21/2025 11:30:00,0,717,0,379
12/21/2025 12:00:00,0,688,0,349
12/21/2025 12:30:00,0,761,0,365
12/21/2025 13:00:00,0,782,0,360
12/21/2025 13:30:00,1,302,0,164
12/21/2025 14:00:00,0,210,0,166
12/21/2025 14:30:00,0,710,0,343
12/21/2025 15:00:00,0,900,0,387
12/21/2025 15:30:00,0,860,0,390
12/21/2025 16:00:00,0,981,0,401
12/21/2025 16:30:00,0,1014,0,392
12/21/2025 17:00:00,0,1071,0,367
12/21/2025 17:30:00,0,903,0,263
12/21/2025 18:00:00,0,1024,0,293
12/21/2025 18:30:00,0,789,0,201
12/21/2025 19:00:00,0,857,0,259
12/21/2025 19:30:00,0,829,0,205
12/21/2025 20:00:00,0,774,0,171
12/21/2025 20:30:00,0,762,0,174
12/21/2025 21:00:00,0,879,0,223
12/21/2025 21:30:00,0,1109,0,340
12/21/2025 22:00:00,0,1226,0,367
12/21/2025 22:30:00,0,1188,0,368
12/21/2025 23:00:00,0,1333,0,418
12/21/2025 23:30:00,0,1337,0,438
12/22/2025 00:00:00,0,1358,0,426
12/22/2025 00:30:00,0,1012,0,263
12/22/2025 01:00:00,0,935,0,266
12/22/2025 01:30:00,0,1054,0,296
12/22/2025 02:00:00,0,1075,0,318
12/22/2025 02:30:00,0,1273,0,420
12/22/2025 03:00:00,0,1313,0,444
12/22/2025 03:30:00,0,1310,0,428
12/22/2025 04:00:00,0,1274,0,403
12/22/2025 04:30:00,0,1272,0,382
12/22/2025 05:00:00,0,1333,0,438
12/22/2025 05:30:00,0,1253,0,410
12/22/2025 06:00:00,0,1017,0,283
12/22/2025 06:30:00,0,667,0,170
12/22/2025 07:00:00,0,882,0,262
12/22/2025 07:30:00,0,824,0,243
12/22/2025 08:00:00,0,650,0,202
12/22/2025 08:30:00,0,871,0,317
12/22/2025 09:00:00,0,1062,0,406
12/22/2025 09:30:00,0,1072,0,426
12/22/2025 10:00:00,0,1013,0,453
12/22/2025 10:30:00,0,950,0,430
12/22/2025 11:00:00,0,864,0,433
12/22/2025 11:30:00,0,785,0,408
12/22/2025 12:00:00,0,806,0,418
12/22/2025 12:30:00,0,766,0,408
12/22/2025 13:00:00,0,713,0,352
12/22/2025 13:30:00,0,618,0,258
12/22/2025 14:00:00,0,496,0,266
12/22/2025 14:30:00,0,1020,0,435
12/22/2025 15:00:00,0,1048,0,459
12/22/2025 15:30:00,0,1360,0,488
12/22/2025 16:00:00,0,1201,0,474
12/22/2025 16:30:00,0,1382,0,443
12/22/2025 17:00:00,0,1383,0,459
12/22/2025 17:30:00,0,957,0,310
12/22/2025 18:00:00,0,1374,0,485
12/22/2025 18:30:00,0,1391,0,499
12/22/2025 19:00:00,0,1355,0,452
12/22/2025 19:30:00,0,1327,0,433
12/22/2025 20:00:00,0,1165,0,356
12/22/2025 20:30:00,0,1130,0,368
12/22/2025 21:00:00,0,1329,0,454
12/22/2025 21:30:00,0,1456,0,481
12/22/2025 22:00:00,0,1412,0,468
12/22/2025 22:30:00,0,1434,0,460
12/22/2025 23:00:00,0,1498,0,491
12/22/2025 23:30:00,0,1471,0,492
12/23/2025 00:00:00,0,1421,0,449
12/23/2025 00:30:00,0,1051,0,297
12/23/2025 01:00:00,0,857,0,233
12/23/2025 01:30:00,0,1107,0,354
12/23/2025 02:00:00,0,1176,0,369
12/23/2025 02:30:00,0,1428,0,459
12/23/2025 03:00:00,0,1361,0,449
12/23/2025 03:30:00,0,1349,0,452
12/23/2025 04:00:00,0,1373,0,452
12/23/2025 04:30:00,0,1454,0,489
12/23/2025 05:00:00,0,1406,0,471
12/23/2025 05:30:00,0,1350,0,452
12/23/2025 06:00:00,0,1231,0,372
12/23/2025 06:30:00,0,826,0,223
12/23/2025 07:00:00,0,1147,0,362
12/23/2025 07:30:00,0,1262,0,401
12/23/2025 08:00:00,0,934,0,300
12/23/2025 08:30:00,0,912,0,343
12/23/2025 09:00:00,0,1293,0,479
12/23/2025 09:30:00,0,1333,0,480
12/23/2025 10:00:00,0,1228,0,477
12/23/2025 10:30:00,0,1109,0,456
12/23/2025 11:00:00,0,1393,0,528
12/23/2025 11:30:00,0,1210,0,500
12/23/2025 12:00:00,0,1221,0,491
12/23/2025 12:30:00,0,835,0,391
12/23/2025 13:00:00,0,602,0,345
12/23/2025 13:30:00,0,440,0,257
12/23/2025 14:00:00,0,750,0,294
12/23/2025 14:30:00,0,826,0,433
12/23/2025 15:00:00,0,1033,0,499
12/23/2025 15:30:00,0,1327,0,468
12/23/2025 16:00:00,0,1443,0,515
12/23/2025 16:30:00,0,1535,0,556
12/23/2025 17:00:00,0,1504,0,533
12/23/2025 17:30:00,0,1038,0,305
12/23/2025 18:00:00,0,1394,0,491
12/23/2025 18:30:00,0,1405,0,479
12/23/2025 19:00:00,0,1511,0,501
12/23/2025 19:30:00,0,1453,0,478
12/23/2025 20:00:00,0,1176,0,349
12/23/2025 20:30:00,0,1072,0,331
12/23/2025 21:00:00,0,1183,0,393
12/23/2025 21:30:00,0,1296,0,414
12/23/2025 22:00:00,0,1380,0,442
12/23/2025 22:30:00,0,1395,0,431
12/23/2025 23:00:00,0,1327,0,395
12/23/2025 23:30:00,0,1344,0,431
12/24/2025 00:00:00,0,1231,0,382
12/24/2025 00:30:00,0,919,0,253
12/24/2025 01:00:00,0,808,0,218
12/24/2025 01:30:00,0,1043,0,288
12/24/2025 02:00:00,0,1213,0,360
12/24/2025 02:30:00,0,1399,0,431
12/24/2025 03:00:00,0,1276,0,405
12/24/2025 03:30:00,0,1238,0,394
12/24/2025 04:00:00,0,1289,0,424
12/24/2025 04:30:00,0,1276,0,406
12/24/2025 05:00:00,0,1137,0,351
12/24/2025 05:30:00,0,1216,0,368
12/24/2025 06:00:00,0,1206,0,333
12/24/2025 06:30:00,0,795,0,212
12/24/2025 07:00:00,0,1158,0,374
12/24/2025 07:30:00,0,1103,0,353
12/24/2025 08:00:00,0,871,0,279
12/24/2025 08:30:00,0,912,0,312
12/24/2025 09:00:00,0,1069,0,398
12/24/2025 09:30:00,0,985,0,398
